"date","portfolio","cash","equity"
"2018-01-02",100,0,100
"2018-01-03",101.06634175711,0,101.06634175711
"2018-01-04",100.225853716968,0,100.225853716968
"2018-01-05",101.50600830816,0,101.50600830816
"2018-01-08",102.961771412228,0,102.961771412228
"2018-01-09",103.153543028663,0,103.153543028663
"2018-01-10",100.969984588823,0,100.969984588823
"2018-01-11",101.877443052947,0,101.877443052947
"2018-01-12",102.431037243293,0,102.431037243293
"2018-01-16",102.086056924824,0,102.086056924824
"2018-01-17",104.518949095645,0,104.518949095645
"2018-01-18",103.693170929627,0,103.693170929627
"2018-01-19",105.571794797905,0,105.571794797905
"2018-01-22",105.047804753741,0,105.047804753741
"2018-01-23",105.179702415446,0,105.179702415446
"2018-01-24",104.019646580166,0,104.019646580166
"2018-01-25",99.5393805369314,0,99.5393805369314
"2018-01-26",98.5772188611934,0,98.5772188611934
"2018-01-29",96.3189623593749,0,96.3189623593749
"2018-01-30",96.7332833806617,0,96.7332833806617
"2018-01-31",96.2875052790366,0,96.2875052790366
"2018-02-01",95.3560945763223,0,95.3560945763223
"2018-02-02",93.3573305021119,0,93.3573305021119
"2018-02-05",89.072015218452,0,89.072015218452
"2018-02-06",92.0230643740864,0,92.0230643740864
"2018-02-07",90.8636750794311,0,90.8636750794311
"2018-02-08",85.5212426390317,0,85.5212426390317
"2018-02-09",86.0841268091918,0,86.0841268091918
"2018-02-12",88.1189391292991,0,88.1189391292991
"2018-02-13",89.1662203662577,0,89.1662203662577
"2018-02-14",92.5505660884686,0,92.5505660884686
"2018-02-15",93.3903622949406,0,93.3903622949406
"2018-02-16",95.8890762803999,0,95.8890762803999
"2018-02-20",95.6903586788027,0,95.6903586788027
"2018-02-21",95.4705576950667,0,95.4705576950667
"2018-02-22",93.6519855257535,0,93.6519855257535
"2018-02-23",92.2752983054656,0,92.2752983054656
"2018-02-26",92.2946238646906,0,92.2946238646906
"2018-02-27",90.5890814741493,0,90.5890814741493
"2018-02-28",89.4808746201535,0,89.4808746201535
"2018-03-01",89.4945906362072,0,89.4945906362072
"2018-03-02",90.1929933264875,0,90.1929933264875
"2018-03-05",90.4889417565183,0,90.4889417565183
"2018-03-06",92.0657203204738,0,92.0657203204738
"2018-03-07",92.9882348033552,0,92.9882348033552
"2018-03-08",93.4947467617346,0,93.4947467617346
"2018-03-09",95.2843282676181,0,95.2843282676181
"2018-03-12",96.0968406338982,0,96.0968406338982
"2018-03-13",96.5126053475828,0,96.5126053475828
"2018-03-14",95.0872510502041,0,95.0872510502041
"2018-03-15",94.5414515321899,0,94.5414515321899
"2018-03-16",95.0150686083633,0,95.0150686083633
"2018-03-19",95.7670467764161,0,95.7670467764161
"2018-03-20",94.9519707254249,0,94.9519707254249
"2018-03-21",95.4368524342243,0,95.4368524342243
"2018-03-22",92.6369189233076,0,92.6369189233076
"2018-03-23",91.4497114588175,0,91.4497114588175
"2018-03-26",94.0478810952684,0,94.0478810952684
"2018-03-27",92.2010000520295,0,92.2010000520295
"2018-03-28",90.7621417529872,0,90.7621417529872
"2018-03-29",87.8080071973953,0,87.8080071973953
"2018-04-02",89.3597499907633,0,89.3597499907633
"2018-04-03",91.0709303213475,0,91.0709303213475
"2018-04-04",94.0397260142091,0,94.0397260142091
"2018-04-05",95.500296707062,0,95.500296707062
"2018-04-06",93.3983975696546,0,93.3983975696546
"2018-04-09",93.4940951464494,0,93.4940951464494
"2018-04-10",95.2212731572488,0,95.2212731572488
"2018-04-11",93.3759686876796,0,93.3759686876796
"2018-04-12",91.6850285406829,0,91.6850285406829
"2018-04-13",92.2210564770219,0,92.2210564770219
"2018-04-16",92.0351126851876,0,92.0351126851876
"2018-04-17",94.0924893893992,0,94.0924893893992
"2018-04-18",94.0274203216474,0,94.0274203216474
"2018-04-19",94.1667875271074,0,94.1667875271074
"2018-04-20",93.9555674091931,0,93.9555674091931
"2018-04-23",93.6414778246539,0,93.6414778246539
"2018-04-24",92.9417170446874,0,92.9417170446874
"2018-04-25",93.6014507451884,0,93.6014507451884
"2018-04-26",94.8644852952919,0,94.8644852952919
"2018-04-27",95.292907338123,0,95.292907338123
"2018-04-30",94.0333472944338,0,94.0333472944338
"2018-05-01",94.9078437125041,0,94.9078437125041
"2018-05-02",93.7883646601486,0,93.7883646601486
"2018-05-03",95.2462290215698,0,95.2462290215698
"2018-05-04",95.4855508301085,0,95.4855508301085
"2018-05-07",94.7609579728724,0,94.7609579728724
"2018-05-08",94.2280738885671,0,94.2280738885671
"2018-05-09",93.3646348936321,0,93.3646348936321
"2018-05-10",93.342860014775,0,93.342860014775
"2018-05-11",93.9698567485995,0,93.9698567485995
"2018-05-14",93.9226938120267,0,93.9226938120267
"2018-05-15",90.5528500197471,0,90.5528500197471
"2018-05-16",90.9607332924926,0,90.9607332924926
"2018-05-17",92.2177336217318,0,92.2177336217318
"2018-05-18",91.8306893757599,0,91.8306893757599
"2018-05-21",93.2984721606497,0,93.2984721606497
"2018-05-22",91.8725344401135,0,91.8725344401135
"2018-05-23",92.8204310380485,0,92.8204310380485
"2018-05-24",92.4803795573009,0,92.4803795573009
"2018-05-25",93.5260650612947,0,93.5260650612947
"2018-05-29",94.37514039633,0,94.37514039633
"2018-05-30",94.1194350246792,0,94.1194350246792
"2018-05-31",92.8289304648461,0,92.8289304648461
"2018-06-01",94.2731571618963,0,94.2731571618963
"2018-06-04",94.5215106286658,0,94.5215106286658
"2018-06-05",95.382097003372,0,95.382097003372
"2018-06-06",96.4710235396069,0,96.4710235396069
"2018-06-07",96.4731709809278,0,96.4731709809278
"2018-06-08",97.9349890686671,0,97.9349890686671
"2018-06-11",97.216953418506,0,97.216953418506
"2018-06-12",98.3908851946921,0,98.3908851946921
"2018-06-13",96.1757372706881,0,96.1757372706881
"2018-06-14",96.6519341380596,0,96.6519341380596
"2018-06-15",97.9546601959015,0,97.9546601959015
"2018-06-18",96.5752101290513,0,96.5752101290513
"2018-06-19",96.274263904248,0,96.274263904248
"2018-06-20",96.4205052373153,0,96.4205052373153
"2018-06-21",95.4110072522251,0,95.4110072522251
"2018-06-22",93.9683260382472,0,93.9683260382472
"2018-06-25",92.4605269334403,0,92.4605269334403
"2018-06-26",92.7483489239868,0,92.7483489239868
"2018-06-27",91.566189184418,0,91.566189184418
"2018-06-28",92.4124437082123,0,92.4124437082123
"2018-06-29",92.6628583560771,0,92.6628583560771
"2018-07-02",93.2836944239927,0,93.2836944239927
"2018-07-03",93.8615670034664,0,93.8615670034664
"2018-07-05",94.7681420787802,0,94.7681420787802
"2018-07-06",94.1920146338688,0,94.1920146338688
"2018-07-09",95.5003329770288,0,95.5003329770288
"2018-07-10",96.2465742030455,0,96.2465742030455
"2018-07-11",95.3547435787871,0,95.3547435787871
"2018-07-12",96.2487210871279,0,96.2487210871279
"2018-07-13",96.6660843435554,0,96.6660843435554
"2018-07-16",95.9318001857347,0,95.9318001857347
"2018-07-17",98.1860876611033,0,98.1860876611033
"2018-07-18",97.4778932243503,0,97.4778932243503
"2018-07-19",98.0127323755108,0,98.0127323755108
"2018-07-20",92.8114068122432,0,92.8114068122432
"2018-07-23",92.4189113245513,0,92.4189113245513
"2018-07-24",91.4586384216456,0,91.4586384216456
"2018-07-25",91.4896837984325,0,91.4896837984325
"2018-07-26",92.3468699900616,0,92.3468699900616
"2018-07-27",91.2064761904633,0,91.2064761904633
"2018-07-30",88.5694605512371,0,88.5694605512371
"2018-07-31",89.6950249561178,0,89.6950249561178
"2018-08-01",89.0522764934804,0,89.0522764934804
"2018-08-02",89.8446752825295,0,89.8446752825295
"2018-08-03",88.5574232059243,0,88.5574232059243
"2018-08-06",88.8948149581002,0,88.8948149581002
"2018-08-07",90.0820003618114,0,90.0820003618114
"2018-08-08",89.6079000288556,0,89.6079000288556
"2018-08-09",89.9138739279304,0,89.9138739279304
"2018-08-10",88.8620900815897,0,88.8620900815897
"2018-08-13",87.5582446000785,0,87.5582446000785
"2018-08-14",88.2345576829874,0,88.2345576829874
