"","date","portfolio_value"
"36","2017-01-03",100
"37","2017-01-04",97.7797443846144
"38","2017-01-05",98.3265436037075
"39","2017-01-06",99.6206182323716
"40","2017-01-09",97.9635827458915
"41","2017-01-10",97.1167843702856
"42","2017-01-11",98.4939878147995
"43","2017-01-12",98.4756334784921
"44","2017-01-13",98.1334015491325
"45","2017-01-17",102.334546622461
"46","2017-01-18",99.740155478166
"47","2017-01-19",95.2209947153945
"48","2017-01-20",93.8337395436971
"49","2017-01-23",93.8592002674922
"50","2017-01-24",99.1098559396995
"51","2017-01-25",97.1538851397389
"52","2017-01-26",97.119790310387
"53","2017-01-27",96.3601558902945
"54","2017-01-30",98.2793656771772
"55","2017-01-31",103.512204326905
"56","2017-02-01",96.3747892903599
"57","2017-02-02",103.585024734984
"58","2017-02-03",102.854658715929
"59","2017-02-06",102.402023195798
"60","2017-02-07",104.677470473628
"61","2017-02-08",102.781631971554
"62","2017-02-09",100.982481546161
"63","2017-02-10",100.087538833199
"64","2017-02-13",101.885931966603
"65","2017-02-14",102.523635598656
"66","2017-02-15",108.728157153666
"67","2017-02-16",110.825960196593
"68","2017-02-17",106.480495078533
"69","2017-02-21",104.171978848945
"70","2017-02-22",99.6528013503433
"71","2017-02-23",104.267298884757
"72","2017-02-24",101.124256014711
"73","2017-02-27",94.7595787524126
"74","2017-02-28",97.5582198478795
"75","2017-03-01",98.1876060700716
"76","2017-03-02",100.413941387901
"77","2017-03-03",99.6578446041088
"78","2017-03-06",98.6021489468349
"79","2017-03-07",103.022655750379
"80","2017-03-08",98.9399245870047
"81","2017-03-09",101.880769519512
"82","2017-03-10",99.168491868468
"83","2017-03-13",97.2035563363959
"84","2017-03-14",97.3436357067581
"85","2017-03-15",99.6335855345027
"86","2017-03-16",99.7459357059032
"87","2017-03-17",97.2523746892234
"88","2017-03-20",97.2003691687746
"89","2017-03-21",97.7147408031568
"90","2017-03-22",98.3010524457553
"91","2017-03-23",97.7299040090201
"92","2017-03-24",97.9293538577832
"93","2017-03-27",100.394885309089
"94","2017-03-28",97.5548576708167
"95","2017-03-29",96.3991954153953
"96","2017-03-30",99.1808963612656
"97","2017-03-31",95.6348941023606
"98","2017-04-03",96.1701023010325
"99","2017-04-04",98.0458152063241
"100","2017-04-05",99.8290035563847
"101","2017-04-06",102.059328176867
"102","2017-04-07",96.5889207132089
"103","2017-04-10",100.107854485559
"104","2017-04-11",100.335859426473
"105","2017-04-12",102.497990351052
"106","2017-04-13",100.542354656569
"107","2017-04-17",99.0962777901026
"108","2017-04-18",99.1339574470968
"109","2017-04-19",97.3508366248249
"110","2017-04-20",96.4769864798777
"111","2017-04-21",99.6351693284695
"112","2017-04-24",101.506581802419
"113","2017-04-25",98.3893338334495
"114","2017-04-26",99.5413718932179
"115","2017-04-27",99.3108815355886
"116","2017-04-28",105.164486560971
"117","2017-05-01",101.893247925877
"118","2017-05-02",102.512955281536
"119","2017-05-03",102.107475608415
"120","2017-05-04",99.9563864115638
"121","2017-05-05",98.8346875562991
"122","2017-05-08",100.725644684319
"123","2017-05-09",98.7099273818926
"124","2017-05-10",95.1421709553535
"125","2017-05-11",100.226950513673
"126","2017-05-12",100.427385778919
"127","2017-05-15",100.517819488331
"128","2017-05-16",99.6771747700038
"129","2017-05-17",105.46530370861
"130","2017-05-18",100.554216111215
"131","2017-05-19",101.814002537338
"132","2017-05-22",103.403081291409
"133","2017-05-23",102.698602965732
"134","2017-05-24",106.014113252317
"135","2017-05-25",103.573987303421
"136","2017-05-26",105.280064238019
"137","2017-05-30",102.186086568818
"138","2017-05-31",100.321021386874
"139","2017-06-01",100.575913656183
"140","2017-06-02",98.1652290479612
"141","2017-06-05",99.0099912936808
"142","2017-06-06",100.737719936548
"143","2017-06-07",98.2188149298364
"144","2017-06-08",95.0258576246685
"145","2017-06-09",94.5707672984433
"146","2017-06-12",97.3884780363484
"147","2017-06-13",98.3226550431901
"148","2017-06-14",99.4130398920418
"149","2017-06-15",99.195036679891
"150","2017-06-16",100.065120765842
"151","2017-06-19",98.1508107233259
"152","2017-06-20",95.5974867431103
"153","2017-06-21",96.659144805315
"154","2017-06-22",93.1438364645623
"155","2017-06-23",93.189933568916
"156","2017-06-26",95.5441133503897
"157","2017-06-27",101.170465537851
"158","2017-06-28",101.729787084623
"159","2017-06-29",102.902195765384
"160","2017-06-30",103.379308623148
"161","2017-07-03",102.86078674653
"162","2017-07-05",99.0745701226499
"163","2017-07-06",99.3021319367599
"164","2017-07-07",99.552571841876
"165","2017-07-10",100.534816204306
"166","2017-07-11",102.242222509288
"167","2017-07-12",102.672900648408
"168","2017-07-13",103.13162937177
"169","2017-07-14",104.563602990334
"170","2017-07-17",104.212527708568
"171","2017-07-18",105.306027755767
"172","2017-07-19",105.754912946159
"173","2017-07-20",104.724078025616
"174","2017-07-21",103.847805280246
"175","2017-07-24",104.78448326145
"176","2017-07-25",108.717521785616
"177","2017-07-26",104.289750114396
"178","2017-07-27",97.2375892470282
"179","2017-07-28",97.5282155617784
"180","2017-07-31",99.9803371958781
"181","2017-08-01",102.57756445981
"182","2017-08-02",102.025080006975
"183","2017-08-03",100.307006506818
"184","2017-08-04",95.841623407773
"185","2017-08-07",95.9267706755617
"186","2017-08-08",96.2352473288854
"187","2017-08-09",102.413867663463
"188","2017-08-10",103.868655013544
"189","2017-08-11",102.669443190287
"190","2017-08-14",99.4459378825059
"191","2017-08-15",95.1562150449858
"192","2017-08-16",96.6595713820126
"193","2017-08-17",97.5153344386074
"194","2017-08-18",97.9010574020046
"195","2017-08-21",98.1983924671606
"196","2017-08-22",96.9484331834663
"197","2017-08-23",97.2168297897105
"198","2017-08-24",96.1071017711908
"199","2017-08-25",98.2955191872584
"200","2017-08-28",96.7617049705761
"201","2017-08-29",95.7897908896472
"202","2017-08-30",91.9082058717834
"203","2017-08-31",93.9024178105894
"204","2017-09-01",95.1628393986592
"205","2017-09-05",97.7469310539254
"206","2017-09-06",101.447544511811
"207","2017-09-07",103.98695333926
"208","2017-09-08",102.512839217072
"209","2017-09-11",105.118908430255
"210","2017-09-12",104.26985333536
"211","2017-09-13",102.921588317346
"212","2017-09-14",106.073185379993
"213","2017-09-15",104.462912742978
"214","2017-09-18",100.269430484194
"215","2017-09-19",95.5415262428812
"216","2017-09-20",92.468245857126
"217","2017-09-21",92.5882353733462
"218","2017-09-22",92.4716588552814
"219","2017-09-25",97.1790587851342
"220","2017-09-26",98.7550891123409
"221","2017-09-27",95.8819992503713
"222","2017-09-28",99.0854493204677
"223","2017-09-29",100.042576401739
"224","2017-10-02",101.470425284762
"225","2017-10-03",99.0346178377441
"226","2017-10-04",99.7597171114256
"227","2017-10-05",98.1353791733394
"228","2017-10-06",99.9252217138464
"229","2017-10-09",96.7523695131905
"230","2017-10-10",96.9437207065182
"231","2017-10-11",99.2424124301297
"232","2017-10-12",97.4787455159372
