"date","portfolio","cash","equity"
"2018-04-20",93.3859837872164,0,93.3859837872164
"2018-04-23",93.0669758643953,0,93.0669758643953
"2018-04-24",92.4464532613916,0,92.4464532613916
"2018-04-25",93.1137590865796,0,93.1137590865796
"2018-04-26",94.3586043348393,0,94.3586043348393
"2018-04-27",94.7874183863766,0,94.7874183863766
"2018-04-30",93.4687173321855,0,93.4687173321855
"2018-05-01",94.355756889252,0,94.355756889252
"2018-05-02",93.2523768314477,0,93.2523768314477
"2018-05-03",94.7435404880837,0,94.7435404880837
"2018-05-04",94.968545293462,0,94.968545293462
"2018-05-07",94.2088892431271,0,94.2088892431271
"2018-05-08",93.7109849278982,0,93.7109849278982
"2018-05-09",92.8034081311986,0,92.8034081311986
"2018-05-10",92.8738874232762,0,92.8738874232762
"2018-05-11",93.5153538157158,0,93.5153538157158
"2018-05-14",93.4697449184918,0,93.4697449184918
"2018-05-15",90.0436610106484,0,90.0436610106484
"2018-05-16",90.4473447714645,0,90.4473447714645
"2018-05-17",91.7200328279263,0,91.7200328279263
"2018-05-18",91.3528329380147,0,91.3528329380147
"2018-05-21",92.852781158649,0,92.852781158649
"2018-05-22",91.3509939312136,0,91.3509939312136
"2018-05-23",92.3198172898428,0,92.3198172898428
"2018-05-24",91.9828584256174,0,91.9828584256174
"2018-05-25",93.0261172445151,0,93.0261172445151
"2018-05-29",93.9275023302552,0,93.9275023302552
"2018-05-30",93.6552598671169,0,93.6552598671169
"2018-05-31",92.3184512596134,0,92.3184512596134
"2018-06-01",93.7569383163238,0,93.7569383163238
"2018-06-04",94.0083155845785,0,94.0083155845785
"2018-06-05",94.866855798317,0,94.866855798317
"2018-06-06",95.9609487072201,0,95.9609487072201
"2018-06-07",95.9988088197596,0,95.9988088197596
"2018-06-08",97.4920608165986,0,97.4920608165986
"2018-06-11",96.7772541738232,0,96.7772541738232
"2018-06-12",97.9616981139304,0,97.9616981139304
"2018-06-13",95.724195610358,0,95.724195610358
"2018-06-14",96.1773502489661,0,96.1773502489661
"2018-06-15",97.4966623289961,0,97.4966623289961
"2018-06-18",96.0762760884644,0,96.0762760884644
"2018-06-19",95.7689176643756,0,95.7689176643756
"2018-06-20",95.910399607569,0,95.910399607569
"2018-06-21",94.9072342934471,0,94.9072342934471
"2018-06-22",93.446688898903,0,93.446688898903
"2018-06-25",91.9725279549213,0,91.9725279549213
"2018-06-26",92.2722913858301,0,92.2722913858301
"2018-06-27",91.1067746949372,0,91.1067746949372
"2018-06-28",91.9513520867548,0,91.9513520867548
"2018-06-29",92.188056881412,0,92.188056881412
"2018-07-02",92.7916128836416,0,92.7916128836416
"2018-07-03",93.3735274030675,0,93.3735274030675
"2018-07-05",94.27809497425,0,94.27809497425
"2018-07-06",93.6660389408109,0,93.6660389408109
"2018-07-09",95.008290428462,0,95.008290428462
"2018-07-10",95.7912904071859,0,95.7912904071859
"2018-07-11",94.8842477088896,0,94.8842477088896
"2018-07-12",95.7836170379982,0,95.7836170379982
"2018-07-13",96.2372715743344,0,96.2372715743344
"2018-07-16",95.5091882663246,0,95.5091882663246
"2018-07-17",97.7990559161121,0,97.7990559161121
"2018-07-18",97.0891925504047,0,97.0891925504047
"2018-07-19",97.6685179126706,0,97.6685179126706
"2018-07-20",92.3556980012269,0,92.3556980012269
"2018-07-23",91.9699874863743,0,91.9699874863743
"2018-07-24",90.9375552280218,0,90.9375552280218
"2018-07-25",90.9198324714079,0,90.9198324714079
"2018-07-26",91.7808976404508,0,91.7808976404508
"2018-07-27",90.6217368889656,0,90.6217368889656
"2018-07-30",87.99492804392,0,87.99492804392
"2018-07-31",89.150376394206,0,89.150376394206
"2018-08-01",88.4908131996073,0,88.4908131996073
"2018-08-02",89.2872053522993,0,89.2872053522993
"2018-08-03",87.9742187502356,0,87.9742187502356
"2018-08-06",88.2783324151676,0,88.2783324151676
"2018-08-07",89.4913501825304,0,89.4913501825304
"2018-08-08",89.049836452836,0,89.049836452836
"2018-08-09",89.4682890089373,0,89.4682890089373
"2018-08-10",88.4499012737461,0,88.4499012737461
"2018-08-13",87.157163575659,0,87.157163575659
"2018-08-14",87.8885145944115,0,87.8885145944115
"2018-08-15",86.8799313233947,0,86.8799313233947
"2018-08-16",86.5451431727506,0,86.5451431727506
"2018-08-17",86.0442251591971,0,86.0442251591971
"2018-08-20",86.031030301081,0,86.031030301081
"2018-08-21",88.7653818877695,0,88.7653818877695
"2018-08-22",87.8357277079235,0,87.8357277079235
"2018-08-23",86.9860138233921,0,86.9860138233921
"2018-08-24",87.1954024239213,0,87.1954024239213
"2018-08-27",88.757428533309,0,88.757428533309
"2018-08-28",88.0437249413573,0,88.0437249413573
"2018-08-29",88.3171368444849,0,88.3171368444849
"2018-08-30",88.6353367800172,0,88.6353367800172
"2018-08-31",88.3715441076494,0,88.3715441076494
"2018-09-04",87.5903839306042,0,87.5903839306042
"2018-09-05",87.4898072232324,0,87.4898072232324
"2018-09-06",87.2584361035849,0,87.2584361035849
"2018-09-07",86.2067550297831,0,86.2067550297831
"2018-09-10",85.8845649036817,0,85.8845649036817
"2018-09-11",86.4183590958029,0,86.4183590958029
"2018-09-12",87.4706978101353,0,87.4706978101353
"2018-09-13",87.3083005957794,0,87.3083005957794
"2018-09-14",87.5360455484335,0,87.5360455484335
"2018-09-17",86.5208422052502,0,86.5208422052502
"2018-09-18",87.8971406759048,0,87.8971406759048
"2018-09-19",86.787243773001,0,86.787243773001
"2018-09-20",86.9200259617998,0,86.9200259617998
"2018-09-21",86.2281455775066,0,86.2281455775066
"2018-09-24",86.1265334054876,0,86.1265334054876
"2018-09-25",86.0428520049834,0,86.0428520049834
"2018-09-26",85.2037222869446,0,85.2037222869446
"2018-09-27",85.9475028861388,0,85.9475028861388
"2018-09-28",84.5241096706426,0,84.5241096706426
"2018-10-01",84.775318469731,0,84.775318469731
"2018-10-02",84.6104398881806,0,84.6104398881806
"2018-10-03",83.3994139565774,0,83.3994139565774
"2018-10-04",82.0086340725687,0,82.0086340725687
"2018-10-05",81.8696965099539,0,81.8696965099539
"2018-10-08",82.4177936623992,0,82.4177936623992
"2018-10-09",80.7232141667073,0,80.7232141667073
"2018-10-10",78.6663557063328,0,78.6663557063328
"2018-10-11",76.6287885157431,0,76.6287885157431
"2018-10-12",76.8855825319143,0,76.8855825319143
"2018-10-15",76.2593449015943,0,76.2593449015943
"2018-10-16",77.8009764435726,0,77.8009764435726
"2018-10-17",77.7484693755015,0,77.7484693755015
"2018-10-18",75.1986449741308,0,75.1986449741308
"2018-10-19",75.072557941687,0,75.072557941687
"2018-10-22",74.3862344365362,0,74.3862344365362
"2018-10-23",75.0348405790401,0,75.0348405790401
"2018-10-24",72.1883187437539,0,72.1883187437539
"2018-10-25",74.3292739835268,0,74.3292739835268
"2018-10-26",74.2520488065412,0,74.2520488065412
"2018-10-29",72.6331536127172,0,72.6331536127172
"2018-10-30",74.494446703108,0,74.494446703108
"2018-10-31",75.2940895910581,0,75.2940895910581
"2018-11-01",78.1076688815594,0,78.1076688815594
"2018-11-02",76.114327270061,0,76.114327270061
"2018-11-05",77.5899558087838,0,77.5899558087838
"2018-11-06",77.9131737453462,0,77.9131737453462
"2018-11-07",78.326292752709,0,78.326292752709
"2018-11-08",77.8723129396106,0,77.8723129396106
"2018-11-09",77.8183385413145,0,77.8183385413145
"2018-11-12",76.9798098928376,0,76.9798098928376
"2018-11-13",77.6013056711193,0,77.6013056711193
"2018-11-14",77.0844196499197,0,77.0844196499197
"2018-11-15",77.9555933767042,0,77.9555933767042
"2018-11-16",78.4694031762112,0,78.4694031762112
"2018-11-19",77.9270406683375,0,77.9270406683375
"2018-11-20",77.9612494756972,0,77.9612494756972
"2018-11-21",78.955869571655,0,78.955869571655
"2018-11-23",78.8791557832062,0,78.8791557832062
"2018-11-26",79.6763240187832,0,79.6763240187832
"2018-11-27",79.3172810856105,0,79.3172810856105
"2018-11-28",82.3848878507914,0,82.3848878507914
"2018-11-29",80.6024664999508,0,80.6024664999508
"2018-11-30",80.5140288010814,0,80.5140288010814
"2018-12-03",82.8488333396367,0,82.8488333396367
"2018-12-04",79.3474989821748,0,79.3474989821748
"2018-12-06",80.6279037830423,0,80.6279037830423
"2018-12-07",78.8923243381294,0,78.8923243381294
"2018-12-10",77.7152690455081,0,77.7152690455081
"2018-12-11",78.2492656294679,0,78.2492656294679
"2018-12-12",79.182789975203,0,79.182789975203
"2018-12-13",78.9914043466348,0,78.9914043466348
"2018-12-14",78.3985530974331,0,78.3985530974331
"2018-12-17",77.6888670541295,0,77.6888670541295
"2018-12-18",78.530060904726,0,78.530060904726
"2018-12-19",77.185541112141,0,77.185541112141
"2018-12-20",76.9587263057672,0,76.9587263057672
"2018-12-21",73.9038560479345,0,73.9038560479345
"2018-12-24",72.7986507824798,0,72.7986507824798
"2018-12-26",76.7475402122051,0,76.7475402122051
"2018-12-27",77.14926056336,0,77.14926056336
"2018-12-28",76.7124441040564,0,76.7124441040564
"2018-12-31",77.3192883226212,0,77.3192883226212
"2019-01-02",77.3192883226212,-22.6807116773788,100
"2019-01-03",75.5335033355483,-22.6807116773788,98.2142150129271
"2019-01-04",75.8045331977482,-22.6807116773788,98.4852448751269
"2019-01-07",77.6153689329889,-22.6807116773788,100.296080610368
"2019-01-08",78.0983077047369,-22.6807116773788,100.779019382116
"2019-01-09",79.2699101743373,-22.6807116773788,101.950621851716
"2019-01-10",81.225310596624,-22.6807116773788,103.906022274003
"2019-01-11",82.924947672493,-22.6807116773788,105.605659349872
"2019-01-14",81.6952643997098,-22.6807116773788,104.375976077089
"2019-01-15",80.7109323040033,-22.6807116773788,103.391643981382
"2019-01-16",78.6197942065446,-22.6807116773788,101.300505883923
"2019-01-17",78.3859909857386,-22.6807116773788,101.066702663117
"2019-01-18",76.5742041656918,-22.6807116773788,99.2549158430706
"2019-01-22",76.1724457034713,-22.6807116773788,98.8531573808501
"2019-01-23",78.0955191889531,-22.6807116773788,100.776230866332
"2019-01-24",79.8019886783538,-22.6807116773788,102.482700355733
"2019-01-25",79.4336889431481,-22.6807116773788,102.114400620527
"2019-01-28",83.1021195714406,-22.6807116773788,105.782831248819
"2019-01-29",87.7013140908157,-22.6807116773788,110.382025768194
"2019-01-30",87.0667155815883,-22.6807116773788,109.747427258967
"2019-01-31",86.419248480208,-22.6807116773788,109.099960157587
"2019-02-01",87.129337345493,-22.6807116773788,109.810049022872
"2019-02-04",86.5993884313484,-22.6807116773788,109.280100108727
"2019-02-05",85.3633198781005,-22.6807116773788,108.044031555479
"2019-02-06",81.5574551905304,-22.6807116773788,104.238166867909
"2019-02-07",85.9535966037026,-22.6807116773788,108.634308281081
"2019-02-08",84.2508404325429,-22.6807116773788,106.931552109922
"2019-02-11",84.9454661256833,-22.6807116773788,107.626177803062
"2019-02-12",89.3165564813456,-22.6807116773788,111.997268158724
"2019-02-13",84.3701854514888,-22.6807116773788,107.050897128868
"2019-02-14",87.4432395677197,-22.6807116773788,110.123951245098
"2019-02-15",88.2366827407454,-22.6807116773788,110.917394418124
"2019-02-19",85.7192320205636,-22.6807116773788,108.399943697942
"2019-02-20",84.0474029072881,-22.6807116773788,106.728114584667
"2019-02-21",87.1577169908284,-22.6807116773788,109.838428668207
"2019-02-22",88.8005666886024,-22.6807116773788,111.481278365981
"2019-02-25",87.0451564503554,-22.6807116773788,109.725868127734
"2019-02-26",86.1066393370516,-22.6807116773788,108.78735101443
"2019-02-27",86.689341737951,-22.6807116773788,109.37005341533
"2019-02-28",82.9458816489857,-22.6807116773788,105.626593326364
"2019-03-01",80.998221850125,-22.6807116773788,103.678933527504
"2019-03-04",84.1764393294388,-22.6807116773788,106.857151006818
"2019-03-05",83.3223493058221,-22.6807116773788,106.003060983201
"2019-03-06",87.164765027183,-22.6807116773788,109.845476704562
"2019-03-07",91.2421889448886,-22.6807116773788,113.922900622267
"2019-03-08",88.8963021361381,-22.6807116773788,111.577013813517
"2019-03-11",89.1762060242913,-22.6807116773788,111.85691770167
"2019-03-12",90.8996847747156,-22.6807116773788,113.580396452094
"2019-03-13",88.7451756171948,-22.6807116773788,111.425887294574
"2019-03-14",87.5600465376567,-22.6807116773788,110.240758215035
"2019-03-15",87.0369095661716,-22.6807116773788,109.71762124355
"2019-03-18",88.3327683139422,-22.6807116773788,111.013479991321
"2019-03-19",86.1257172584539,-22.6807116773788,108.806428935833
"2019-03-20",85.7470655842356,-22.6807116773788,108.427777261614
"2019-03-21",86.1926136521342,-22.6807116773788,108.873325329513
"2019-03-22",88.4171227045801,-22.6807116773788,111.097834381959
"2019-03-25",91.3055795380939,-22.6807116773788,113.986291215473
"2019-03-26",91.0157707481016,-22.6807116773788,113.69648242548
"2019-03-27",93.2778849341513,-22.6807116773788,115.95859661153
"2019-03-28",89.6791406323773,-22.6807116773788,112.359852309756
"2019-03-29",87.0463477674598,-22.6807116773788,109.727059444839
"2019-04-01",86.7007078089189,-22.6807116773788,109.381419486298
"2019-04-02",86.6833343462845,-22.6807116773788,109.364046023663
"2019-04-03",88.1011468932995,-22.6807116773788,110.781858570678
"2019-04-04",92.8693118614672,-22.6807116773788,115.550023538846
"2019-04-05",92.220255091036,-22.6807116773788,114.900966768415
"2019-04-08",92.8751165943465,-22.6807116773788,115.555828271725
"2019-04-09",93.0691176413226,-22.6807116773788,115.749829318701
"2019-04-10",94.4693460183774,-22.6807116773788,117.150057695756
"2019-04-11",96.8427836378336,-22.6807116773788,119.523495315212
"2019-04-12",98.893585272559,-22.6807116773788,121.574296949938
"2019-04-15",100.443743909204,-22.6807116773788,123.124455586583
"2019-04-16",102.120898351905,-22.6807116773788,124.801610029284
"2019-04-17",104.207797228743,-22.6807116773788,126.888508906122
"2019-04-18",106.409434879056,-22.6807116773788,129.090146556435
"2019-04-22",116.826038912391,-22.6807116773788,139.506750589769
"2019-04-23",112.852612624459,-22.6807116773788,135.533324301838
"2019-04-24",113.069882929783,-22.6807116773788,135.750594607162
"2019-04-25",108.987960627199,-22.6807116773788,131.668672304578
"2019-04-26",106.176792685099,-22.6807116773788,128.857504362478
"2019-04-29",107.80558109147,-22.6807116773788,130.486292768849
"2019-04-30",109.164409228174,-22.6807116773788,131.845120905552
"2019-05-01",111.354789404591,-22.6807116773788,134.035501081969
"2019-05-02",114.718164578483,-22.6807116773788,137.398876255862
"2019-05-03",114.694085462186,-22.6807116773788,137.374797139565
"2019-05-06",115.607484877327,-22.6807116773788,138.288196554706
"2019-05-07",114.195789027111,-22.6807116773788,136.87650070449
"2019-05-08",112.515911846509,-22.6807116773788,135.196623523887
"2019-05-09",117.345495807086,-22.6807116773788,140.026207484464
"2019-05-10",117.538155162171,-22.6807116773788,140.21886683955
"2019-05-13",116.46899270309,-22.6807116773788,139.149704380469
"2019-05-14",118.204859288302,-22.6807116773788,140.885570965681
"2019-05-15",119.009323689392,-22.6807116773788,141.690035366771
"2019-05-16",119.802659118364,-22.6807116773788,142.483370795743
"2019-05-17",118.833602444183,-22.6807116773788,141.514314121561
"2019-05-20",115.391907564575,-22.6807116773788,138.072619241954
"2019-05-21",117.845496960637,-22.6807116773788,140.526208638016
"2019-05-22",113.643152940328,-22.6807116773788,136.323864617707
"2019-05-23",113.017401001511,-22.6807116773788,135.69811267889
"2019-05-24",115.91407251307,-22.6807116773788,138.594784190448
"2019-05-28",111.860134415102,-22.6807116773788,134.54084609248
"2019-05-29",113.015104183356,-22.6807116773788,135.695815860735
"2019-05-30",112.803843397716,-22.6807116773788,135.484555075094
"2019-05-31",112.237817085418,-22.6807116773788,134.918528762797
"2019-06-03",118.256441580967,-22.6807116773788,140.937153258346
"2019-06-04",121.129517391613,-22.6807116773788,143.810229068992
"2019-06-05",122.683069390174,-22.6807116773788,145.363781067552
"2019-06-06",122.327406612954,-22.6807116773788,145.008118290333
"2019-06-07",122.626760856204,-22.6807116773788,145.307472533582
"2019-06-10",121.884144443458,-22.6807116773788,144.564856120837
"2019-06-11",120.51944872598,-22.6807116773788,143.200160403358
"2019-06-12",121.692280911938,-22.6807116773788,144.372992589317
"2019-06-13",121.516710733381,-22.6807116773788,144.19742241076
"2019-06-14",124.777573891629,-22.6807116773788,147.458285569008
"2019-06-17",122.560268119099,-22.6807116773788,145.240979796477
"2019-06-18",123.7594948195,-22.6807116773788,146.440206496879
"2019-06-19",119.503271978863,-22.6807116773788,142.183983656242
"2019-06-20",121.450100383416,-22.6807116773788,144.130812060794
"2019-06-21",116.394842989175,-22.6807116773788,139.075554666553
"2019-06-24",117.657698682246,-22.6807116773788,140.338410359625
"2019-06-25",114.710269292251,-22.6807116773788,137.390980969629
"2019-06-26",112.734447161145,-22.6807116773788,135.415158838524
"2019-06-27",118.302735019858,-22.6807116773788,140.983446697236
"2019-06-28",120.678589016917,-22.6807116773788,143.359300694295
"2019-07-01",120.21505275005,-22.6807116773788,142.895764427429
"2019-07-02",121.405236582871,-22.6807116773788,144.08594826025
"2019-07-03",121.014796893071,-22.6807116773788,143.69550857045
"2019-07-05",118.0976070861,-22.6807116773788,140.778318763479
"2019-07-08",116.999622220765,-22.6807116773788,139.680333898144
"2019-07-09",117.861218324182,-22.6807116773788,140.54193000156
"2019-07-10",122.540989902524,-22.6807116773788,145.221701579903
"2019-07-11",122.812443087023,-22.6807116773788,145.493154764402
"2019-07-12",124.109558119389,-22.6807116773788,146.790269796767
"2019-07-15",121.387969071331,-22.6807116773788,144.06868074871
"2019-07-16",124.591872047168,-22.6807116773788,147.272583724547
"2019-07-17",125.002597988173,-22.6807116773788,147.683309665551
"2019-07-18",125.716487637064,-22.6807116773788,148.397199314442
"2019-07-19",127.109173743249,-22.6807116773788,149.789885420628
"2019-07-22",125.534776250518,-22.6807116773788,148.215487927897
"2019-07-23",118.833409008232,-22.6807116773788,141.514120685611
"2019-07-24",118.627778605916,-22.6807116773788,141.308490283294
"2019-07-25",121.86548047832,-22.6807116773788,144.546192155699
"2019-07-26",115.971984908229,-22.6807116773788,138.652696585608
"2019-07-29",115.371424802541,-22.6807116773788,138.05213647992
"2019-07-30",115.04576671797,-22.6807116773788,137.726478395348
"2019-07-31",118.75275094392,-22.6807116773788,141.433462621299
"2019-08-01",121.772739906546,-22.6807116773788,144.453451583925
"2019-08-02",123.044870725334,-22.6807116773788,145.725582402713
"2019-08-05",120.741615893257,-22.6807116773788,143.422327570636
"2019-08-06",122.555876697594,-22.6807116773788,145.236588374973
"2019-08-07",127.863663065614,-22.6807116773788,150.544374742992
"2019-08-08",130.953456005301,-22.6807116773788,153.634167682679
"2019-08-09",130.099792125146,-22.6807116773788,152.780503802525
"2019-08-12",128.528923120783,-22.6807116773788,151.209634798162
"2019-08-13",131.954139540973,-22.6807116773788,154.634851218351
"2019-08-14",129.834239320024,-22.6807116773788,152.514950997403
"2019-08-15",128.918611322717,-22.6807116773788,151.599323000096
"2019-08-16",129.187841362755,-22.6807116773788,151.868553040134
"2019-08-19",131.869052299514,-22.6807116773788,154.549763976893
"2019-08-20",133.492611823714,-22.6807116773788,156.173323501092
"2019-08-21",134.983384087342,-22.6807116773788,157.66409576472
"2019-08-22",138.599773047071,-22.6807116773788,161.28048472445
"2019-08-23",132.909120814223,-22.6807116773788,155.589832491602
"2019-08-26",135.250469506214,-22.6807116773788,157.931181183593
"2019-08-27",134.930545868231,-22.6807116773788,157.61125754561
"2019-08-28",135.828969738681,-22.6807116773788,158.50968141606
"2019-08-29",136.628438863951,-22.6807116773788,159.309150541329
"2019-08-30",135.615855102379,-22.6807116773788,158.296566779758
"2019-09-03",135.375813593853,-22.6807116773788,158.056525271232
"2019-09-04",139.307039809519,-22.6807116773788,161.987751486898
"2019-09-05",133.874916668769,-22.6807116773788,156.555628346148
"2019-09-06",137.534835914289,-22.6807116773788,160.215547591668
"2019-09-09",145.351783670363,-22.6807116773788,168.032495347742
"2019-09-10",141.245885531888,-22.6807116773788,163.926597209267
"2019-09-11",141.411523630701,-22.6807116773788,164.09223530808
"2019-09-12",141.210891781712,-22.6807116773788,163.891603459091
"2019-09-13",138.433791264158,-22.6807116773788,161.114502941537
"2019-09-16",136.333098627442,-22.6807116773788,159.013810304821
"2019-09-17",138.872137080566,-22.6807116773788,161.552848757945
"2019-09-18",142.211395905127,-22.6807116773788,164.892107582506
"2019-09-19",140.169576488332,-22.6807116773788,162.85028816571
"2019-09-20",138.532381888729,-22.6807116773788,161.213093566108
"2019-09-23",131.045302500516,-22.6807116773788,153.726014177894
"2019-09-24",133.401249885459,-22.6807116773788,156.081961562838
"2019-09-25",135.90633439962,-22.6807116773788,158.587046076999
"2019-09-26",138.64143324434,-22.6807116773788,161.322144921719
"2019-09-27",139.649386678107,-22.6807116773788,162.330098355486
"2019-09-30",144.468243503863,-22.6807116773788,167.148955181241
"2019-10-01",144.771708201821,-22.6807116773788,167.4524198792
"2019-10-02",140.565380200319,-22.6807116773788,163.246091877698
"2019-10-03",138.451206766161,-22.6807116773788,161.13191844354
"2019-10-04",143.897554898575,-22.6807116773788,166.578266575954
"2019-10-07",142.117554282295,-22.6807116773788,164.798265959674
"2019-10-08",143.88701644971,-22.6807116773788,166.567728127088
"2019-10-09",140.986141737148,-22.6807116773788,163.666853414527
"2019-10-10",138.04083219915,-22.6807116773788,160.721543876529
"2019-10-11",136.127593616055,-22.6807116773788,158.808305293434
"2019-10-14",138.880543499475,-22.6807116773788,161.561255176854
"2019-10-15",139.946820025206,-22.6807116773788,162.627531702585
"2019-10-16",143.137981340875,-22.6807116773788,165.818693018254
"2019-10-17",146.980515704375,-22.6807116773788,169.661227381754
"2019-10-18",153.761029214897,-22.6807116773788,176.441740892276
"2019-10-21",149.242947691659,-22.6807116773788,171.923659369038
"2019-10-22",147.957187299667,-22.6807116773788,170.637898977046
"2019-10-23",148.170984776936,-22.6807116773788,170.851696454315
"2019-10-24",146.267843681614,-22.6807116773788,168.948555358993
"2019-10-25",145.41353858678,-22.6807116773788,168.094250264158
"2019-10-28",140.028534967526,-22.6807116773788,162.709246644905
"2019-10-29",139.479603693054,-22.6807116773788,162.160315370433
"2019-10-30",138.401739680519,-22.6807116773788,161.082451357898
"2019-10-31",139.181872749789,-22.6807116773788,161.862584427168
"2019-11-01",140.505309546216,-22.6807116773788,163.186021223595
"2019-11-04",126.311600382793,-22.6807116773788,148.992312060172
"2019-11-05",124.963056572704,-22.6807116773788,147.643768250083
"2019-11-06",131.946073032906,-22.6807116773788,154.626784710285
"2019-11-07",125.2385659905,-22.6807116773788,147.919277667879
"2019-11-08",125.332709605755,-22.6807116773788,148.013421283134
"2019-11-11",135.00990311782,-22.6807116773788,157.690614795199
"2019-11-12",134.463124272802,-22.6807116773788,157.143835950181
"2019-11-13",134.97701405272,-22.6807116773788,157.657725730099
"2019-11-14",140.229200222703,-22.6807116773788,162.909911900082
"2019-11-15",134.654511808553,-22.6807116773788,157.335223485932
"2019-11-18",137.470141249884,-22.6807116773788,160.150852927263
"2019-11-19",137.664185688284,-22.6807116773788,160.344897365663
"2019-11-20",136.31474013833,-22.6807116773788,158.995451815708
"2019-11-21",138.699782859459,-22.6807116773788,161.380494536837
"2019-11-22",139.924554713929,-22.6807116773788,162.605266391307
"2019-11-25",141.10580065246,-22.6807116773788,163.786512329838
"2019-11-26",144.905793991778,-22.6807116773788,167.586505669156
"2019-11-27",144.313910071986,-22.6807116773788,166.994621749365
"2019-11-29",144.072487380278,-22.6807116773788,166.753199057657
"2019-12-02",142.464546737388,-22.6807116773788,165.145258414766
"2019-12-03",140.513570507205,-22.6807116773788,163.194282184583
"2019-12-04",144.734038750449,-22.6807116773788,167.414750427828
"2019-12-05",149.117937956888,-22.6807116773788,171.798649634267
"2019-12-06",143.66131983851,-22.6807116773788,166.342031515889
"2019-12-09",146.245832303055,-22.6807116773788,168.926543980434
"2019-12-10",146.849739502022,-22.6807116773788,169.5304511794
"2019-12-11",148.060755862692,-22.6807116773788,170.74146754007
"2019-12-12",143.683575872227,-22.6807116773788,166.364287549606
"2019-12-13",146.232550077563,-22.6807116773788,168.913261754942
