"","date","PortfolioValue"
"185",2020-12-03,138.085073777968
"186",2020-12-09,138.534539584062
"187",2020-12-15,140.969684062137
"188",2020-12-21,138.827792189092
"189",2020-12-28,138.114795388058
"190",2021-01-05,139.272475000065
"191",2021-01-11,142.805510620241
"192",2021-01-15,139.14433316184
"193",2021-01-22,140.521826826715
"194",2021-01-28,136.886767803427
"195",2021-02-03,138.122603088603
"196",2021-02-09,142.49692324306
"197",2021-02-16,142.425080699149
"198",2021-02-22,140.25538392857
"199",2021-02-26,138.227479199128
"200",2021-03-04,135.044635754434
