"Date","Price"
"2018-11-02",104.234162811087
"2018-11-05",104.227340989766
"2018-11-06",104.674369772087
"2018-11-07",106.503592272004
"2018-11-08",105.26211589857
"2018-11-09",104.57355901712
"2018-11-12",103.085112679862
"2018-11-13",102.86538183756
"2018-11-14",102.790561660474
"2018-11-15",103.392638346633
"2018-11-16",103.831481172616
"2018-11-19",101.770605138045
"2018-11-20",100.00296890191
"2018-11-21",100.517307950567
"2018-11-23",99.4749786470622
"2018-11-26",100.968344672038
"2018-11-27",100.008502988671
"2018-11-28",102.17012319192
"2018-11-29",102.28270447674
"2018-11-30",103.088353052606
"2018-12-03",103.549509459748
"2018-12-04",100.806303091348
"2018-12-06",100.37272895693
"2018-12-07",98.2648341207974
"2018-12-10",97.9953015210045
"2018-12-11",98.3763999794878
"2018-12-12",99.2889303631699
"2018-12-13",99.2295778883887
"2018-12-14",97.6791242894806
"2018-12-17",95.5163691012886
"2018-12-18",95.9985319723239
"2018-12-19",94.5445584121052
"2018-12-20",93.1872783549749
"2018-12-21",91.5779478597076
"2018-12-24",88.8996389569807
"2018-12-26",93.5091795362593
"2018-12-27",94.4215233069188
"2018-12-28",93.976346588825
"2018-12-31",94.4397798613813
"2019-01-02",94.5527458008731
"2019-01-03",92.2652347292405
"2019-01-04",95.487222105872
"2019-01-07",95.6343724404988
"2019-01-08",96.7787840601724
"2019-01-09",97.0430290386766
"2019-01-10",97.8607021286838
"2019-01-11",98.0451311445769
"2019-01-14",97.2992559434151
"2019-01-15",97.6918404342637
"2019-01-16",98.2221410500948
"2019-01-17",99.4872002737076
"2019-01-18",100.466424369304
"2019-01-22",99.2799610969812
"2019-01-23",99.5118378705179
"2019-01-24",99.5619014504442
"2019-01-25",100.556402913736
"2019-01-28",100.151338281596
"2019-01-29",100.515364788443
"2019-01-30",102.645115487471
"2019-01-31",104.533427801251
"2019-02-01",104.062433815061
"2019-02-04",104.330874143938
"2019-02-05",106.429197977055
"2019-02-06",105.8579976931
"2019-02-07",105.243382968886
"2019-02-08",105.329683176949
"2019-02-11",105.376551730025
"2019-02-12",106.244320402371
"2019-02-13",106.845262095901
"2019-02-14",106.925425929579
"2019-02-15",108.072124026179
"2019-02-19",107.921278273979
"2019-02-20",107.80553537567
"2019-02-21",107.506046549051
"2019-02-22",108.249352635271
"2019-02-25",107.980947922978
"2019-02-26",107.303481256294
"2019-02-27",107.196755504009
"2019-02-28",106.614412472157
"2019-03-01",107.599435752538
"2019-03-04",107.555820804252
"2019-03-05",107.224789525072
"2019-03-06",106.374694062591
"2019-03-07",106.059087978051
"2019-03-08",105.78241550232
"2019-03-11",106.862016830107
"2019-03-12",106.929885500502
"2019-03-13",107.565503972712
"2019-03-14",107.19717375959
"2019-03-15",107.882382145181
"2019-03-18",107.858815998072
"2019-03-19",107.62775647245
"2019-03-20",107.343504649091
"2019-03-21",108.883554565084
"2019-03-22",107.214866412093
"2019-03-25",107.8019229773
"2019-03-26",108.467554873735
"2019-03-27",108.201876595049
"2019-03-28",108.580451408774
"2019-03-29",109.252693919405
"2019-04-01",109.87181084758
"2019-04-02",110.038661565014
"2019-04-03",110.168571642806
"2019-04-04",110.123886292286
"2019-04-05",110.940303163009
"2019-04-08",110.627363481982
"2019-04-09",109.882412312441
"2019-04-10",110.907969411239
"2019-04-11",111.373373343198
"2019-04-12",111.823822018069
"2019-04-15",111.197013340434
"2019-04-16",111.09382821562
"2019-04-17",110.385489911138
"2019-04-18",110.37867636767
"2019-04-22",111.1729441841
"2019-04-23",111.844831202428
"2019-04-24",111.340363339078
"2019-04-25",111.48524716839
"2019-04-26",111.921603189187
"2019-04-29",111.58847172785
"2019-04-30",112.184353049819
"2019-05-01",111.380066910336
"2019-05-02",110.582384915458
"2019-05-03",111.686129664539
"2019-05-06",110.277972920894
"2019-05-07",108.826188085433
"2019-05-08",108.451417439585
"2019-05-09",108.009511746869
"2019-05-10",108.369729514142
"2019-05-13",106.176328448424
"2019-05-14",107.203230147293
"2019-05-15",107.945109272058
"2019-05-16",108.708564281566
"2019-05-17",107.596781626965
"2019-05-20",106.291951707144
"2019-05-21",107.222704888643
"2019-05-22",106.483210456415
"2019-05-23",105.215438640366
"2019-05-24",105.419439992754
"2019-05-28",104.679169500711
"2019-05-29",104.141062314029
"2019-05-30",104.670363562032
"2019-05-31",103.319994231175
"2019-06-03",103.653987455226
"2019-06-04",105.58562904495
"2019-06-05",107.073898862526
"2019-06-06",107.703152865419
"2019-06-07",108.416893009295
"2019-06-10",108.800794197464
"2019-06-11",108.978287536987
"2019-06-12",108.679247411136
"2019-06-13",109.062171961408
"2019-06-14",109.05516214981
"2019-06-17",109.387999085628
"2019-06-18",110.484804485501
"2019-06-19",111.161678826382
"2019-06-20",112.803116588644
"2019-06-21",112.386918300708
"2019-06-24",112.488935628743
"2019-06-25",111.772678879497
"2019-06-26",111.334783754229
"2019-06-27",111.816772274604
"2019-06-28",113.136617065706
"2019-07-01",113.247396234971
"2019-07-02",113.729850605228
"2019-07-03",114.842168551283
"2019-07-05",114.45924115819
"2019-07-08",113.829546787789
"2019-07-09",114.146350232793
"2019-07-10",114.83928226726
"2019-07-11",115.492067000214
"2019-07-12",115.802028191523
"2019-07-15",115.5751595369
"2019-07-16",115.323679123741
"2019-07-17",114.804130703742
"2019-07-18",114.969371332923
"2019-07-19",115.037142388111
"2019-07-22",114.983156835517
"2019-07-23",115.573705836693
"2019-07-24",116.106011656866
"2019-07-25",115.607604875719
"2019-07-26",115.955603838089
"2019-07-29",115.695915576412
"2019-07-30",117.223525779625
"2019-07-31",115.834492863822
"2019-08-01",115.918110138253
"2019-08-02",115.257492904835
"2019-08-05",111.770639370083
"2019-08-06",113.372138267818
"2019-08-07",114.208153675184
"2019-08-08",116.669609028368
"2019-08-09",115.513593731085
"2019-08-12",114.117610950625
"2019-08-13",115.583214308825
"2019-08-14",112.257795849332
"2019-08-15",113.375760410942
"2019-08-16",114.63071612102
"2019-08-19",117.232965444402
"2019-08-20",116.570368698322
"2019-08-21",117.15693209561
"2019-08-22",117.448344961847
"2019-08-23",114.983803799487
"2019-08-26",116.007298268008
"2019-08-27",115.70250747278
"2019-08-28",116.190841716048
"2019-08-29",117.493567376625
"2019-08-30",117.268851931701
"2019-09-03",117.105005348006
"2019-09-04",118.807410760467
"2019-09-05",119.560422585894
"2019-09-06",119.942051709
"2019-09-09",119.247851469214
"2019-09-10",118.100459330776
"2019-09-11",118.721329121278
"2019-09-12",119.115605135996
"2019-09-13",119.070131050321
"2019-09-16",119.229898104814
"2019-09-17",120.285463641279
"2019-09-18",120.405886000158
"2019-09-19",120.381168221882
"2019-09-20",120.34574243058
"2019-09-23",120.219571558643
"2019-09-24",119.747391888466
"2019-09-25",119.853686834193
"2019-09-26",119.986330901871
"2019-09-27",118.949881698477
"2019-09-30",119.881539385917
"2019-10-01",118.530426732233
"2019-10-02",116.249139073889
"2019-10-03",118.065431854581
"2019-10-04",119.443433578183
"2019-10-07",118.628885770856
"2019-10-08",117.381497415699
"2019-10-09",118.253834541964
"2019-10-10",118.919928333094
"2019-10-11",119.739036217765
"2019-10-14",119.169679799623
"2019-10-15",119.833478955242
"2019-10-16",119.389134908735
"2019-10-17",120.413819312289
"2019-10-18",120.266128212886
"2019-10-21",120.416177038192
"2019-10-22",120.09355611695
"2019-10-23",120.899831365505
"2019-10-24",121.51014605626
"2019-10-25",122.026460935138
"2019-10-28",121.983008606032
"2019-10-29",121.806716389048
"2019-10-30",122.345698785851
"2019-10-31",121.059188856844
"2019-11-01",121.721726050596
"2019-11-04",120.897349763747
"2019-11-05",121.239623012757
"2019-11-06",121.239822268381
"2019-11-07",121.061653163319
"2019-11-08",120.995910331338
"2019-11-11",121.627704254137
"2019-11-12",121.582130593663
"2019-11-13",121.799435670336
"2019-11-14",123.001451948649
"2019-11-15",123.340878331651
"2019-11-18",123.655063256261
"2019-11-19",123.912867837256
"2019-11-20",123.770884529499
"2019-11-21",123.231801689359
"2019-11-22",122.79774094499
"2019-11-25",123.378189845142
"2019-11-26",124.143842797189
"2019-11-27",124.254455763933
"2019-11-29",123.659190597512
"2019-12-02",122.605793799204
"2019-12-03",122.404606578904
"2019-12-04",122.452471473692
"2019-12-05",122.468857290265
"2019-12-06",122.983164054189
"2019-12-09",122.457946264645
"2019-12-10",122.257482423284
"2019-12-11",122.662383281244
"2019-12-12",122.160934727035
"2019-12-13",122.681833350382
"2019-12-16",123.293541890436
"2019-12-17",122.446078422337
"2019-12-18",122.875785146365
"2019-12-19",123.605497610467
"2019-12-20",124.59917111682
"2019-12-23",124.722300761943
"2019-12-24",124.526870512085
"2019-12-26",124.853238577464
"2019-12-27",124.584766135735
"2019-12-30",123.494878837739
"2019-12-31",124.182882367623
"2020-01-02",124.230577333242
"2020-01-03",124.379662112882
"2020-01-06",124.356724176029
"2020-01-07",124.101820920534
"2020-01-08",124.446640087773
"2020-01-09",125.167022950488
"2020-01-10",125.440942283673
"2020-01-13",126.596428160948
"2020-01-14",126.594670620956
"2020-01-15",126.722562613865
"2020-01-16",127.262529844169
"2020-01-17",127.612954089559
"2020-01-21",127.335991373744
"2020-01-22",126.778194200764
"2020-01-23",127.180109913133
"2020-01-24",126.399395370613
"2020-01-27",123.978492902415
"2020-01-28",125.185688326191
"2020-01-29",125.725391156666
"2020-01-30",125.455306004701
"2020-01-31",122.982176231307
"2020-02-03",123.18230781347
"2020-02-04",124.746664398152
"2020-02-05",126.06987792227
"2020-02-06",127.188320907777
"2020-02-07",126.321294623888
"2020-02-10",127.362633862104
"2020-02-11",129.437236114589
"2020-02-12",131.202434106709
"2020-02-13",130.87243116343
"2020-02-14",130.902835555835
"2020-02-18",130.066737084198
"2020-02-19",130.160630024748
"2020-02-20",130.071347769097
"2020-02-21",129.306818304107
"2020-02-24",125.736284419023
"2020-02-25",122.067900733578
"2020-02-26",120.65952202278
"2020-02-27",115.168953192003
"2020-02-28",113.820303411741
"2020-03-02",118.507337252597
"2020-03-03",116.679787577285
"2020-03-04",121.08041910436
"2020-03-05",117.734719791729
"2020-03-06",115.211984318012
"2020-03-09",105.818987911535
"2020-03-10",110.041497223653
"2020-03-11",103.408291169749
"2020-03-12",94.184115093325
"2020-03-13",100.640891811649
"2020-03-16",87.6473804275983
"2020-03-17",92.0656088037454
"2020-03-18",87.8732021176472
"2020-03-19",87.7999381744138
"2020-03-20",83.9815451779421
"2020-03-23",79.467936179255
"2020-03-24",89.1215321680532
"2020-03-25",92.0159035668474
"2020-03-26",97.8870376184667
"2020-03-27",95.2465790498141
"2020-03-30",98.8931184638253
"2020-03-31",95.853725649187
"2020-04-01",90.5094133613287
"2020-04-02",92.115909759996
"2020-04-03",90.8307727546115
"2020-04-06",97.4830405739231
"2020-04-07",97.9881486504285
"2020-04-08",102.910342443805
"2020-04-09",104.192735095342
"2020-04-13",101.172580242725
"2020-04-14",103.994742335619
"2020-04-15",101.159832821142
"2020-04-16",101.691762746616
"2020-04-17",106.740656279333
"2020-04-20",103.444125490374
"2020-04-21",100.854342425798
"2020-04-22",103.951984664751
"2020-04-23",104.208869589515
"2020-04-24",105.203896998517
"2020-04-27",106.933030478267
"2020-04-28",107.773250922376
"2020-04-29",110.247577062581
"2020-04-30",108.882639242792
"2020-05-01",105.661764819209
"2020-05-04",106.733675165549
"2020-05-05",108.04380972734
"2020-05-06",106.840576568286
"2020-05-07",106.377913579666
"2020-05-08",109.838116067953
"2020-05-11",109.424324762073
"2020-05-12",106.811601018404
"2020-05-13",104.174496284287
"2020-05-14",104.592750565309
"2020-05-15",104.98567606217
"2020-05-18",109.737935437865
"2020-05-19",108.485504521986
"2020-05-20",110.624213206731
"2020-05-21",109.913370560754
"2020-05-22",111.429248872822
"2020-05-26",113.591253080163
"2020-05-27",116.162692540332
"2020-05-28",115.653661456877
"2020-05-29",116.477479638182
"2020-06-01",117.545312596392
"2020-06-02",118.642760992156
"2020-06-03",120.14254852767
"2020-06-04",118.222461421791
"2020-06-05",121.755178248968
"2020-06-08",122.756913420649
"2020-06-09",122.013987089334
"2020-06-10",120.78173179024
"2020-06-11",112.272297779966
"2020-06-12",114.669555214524
"2020-06-15",116.093484805561
"2020-06-16",118.355763392994
"2020-06-17",117.424613429856
"2020-06-18",117.031454687219
"2020-06-19",117.012516187069
"2020-06-22",116.667870260289
"2020-06-23",116.468729342058
"2020-06-24",112.580285458364
"2020-06-25",113.039364535682
"2020-06-26",111.048772311077
"2020-06-29",112.368927077346
"2020-06-30",114.399671175055
"2020-07-01",114.36382743837
"2020-07-02",114.600011420775
"2020-07-06",116.214506818322
"2020-07-07",115.059529335566
"2020-07-08",114.999900186213
"2020-07-09",114.100749187677
"2020-07-10",115.212322473723
"2020-07-13",113.269230373109
"2020-07-14",115.799715826151
"2020-07-15",117.530405525986
"2020-07-16",117.225903499262
"2020-07-17",118.076351860727
"2020-07-20",118.174378669499
"2020-07-21",118.298837843962
"2020-07-22",119.503105690239
"2020-07-23",118.921656720158
"2020-07-24",118.463629873708
"2020-07-27",119.677550673477
"2020-07-28",118.69946162869
"2020-07-29",120.12044517738
"2020-07-30",118.82277786876
"2020-07-31",119.858810897161
"2020-08-03",119.177306102187
"2020-08-04",119.502630017044
"2020-08-05",119.654100468294
"2020-08-06",119.788558329124
"2020-08-07",120.562487581284
"2020-08-10",120.28760640967
"2020-08-11",119.690899181915
"2020-08-12",121.944960689181
"2020-08-13",121.682238150596
"2020-08-14",121.402881610843
"2020-08-17",122.235355224084
"2020-08-18",121.775685536071
"2020-08-19",120.830552044118
"2020-08-20",119.857655909168
"2020-08-21",120.920998946121
"2020-08-24",122.083165626891
"2020-08-25",122.453226504135
"2020-08-26",123.057817679727
"2020-08-27",122.663272553496
"2020-08-28",124.016836947166
"2020-08-31",123.048846238858
"2020-09-01",123.457178597756
"2020-09-02",125.62001916354
"2020-09-03",122.57201942864
"2020-09-04",120.818439998646
"2020-09-08",118.876441426314
"2020-09-09",120.954481358346
"2020-09-10",118.89418001947
"2020-09-11",119.939939375774
"2020-09-14",122.047354511483
"2020-09-15",123.944225405896
"2020-09-16",124.249345966472
"2020-09-17",123.010354969533
"2020-09-18",121.227827657162
"2020-09-21",118.48265278263
"2020-09-22",120.112950187224
"2020-09-23",117.096625041065
"2020-09-24",117.624916972934
"2020-09-25",119.825665976791
"2020-09-28",121.31162404293
"2020-09-29",121.173971895038
"2020-09-30",122.208283326008
"2020-10-01",122.187309253759
"2020-10-02",122.10789461111
"2020-10-05",123.910718434268
"2020-10-06",122.361902139599
"2020-10-07",123.788050221445
"2020-10-08",125.563272634538
"2020-10-09",125.647016313545
"2020-10-12",126.441677996066
"2020-10-13",125.235657543398
"2020-10-14",125.023199198767
"2020-10-15",125.542313890293
"2020-10-16",125.314247778988
"2020-10-19",123.752052154735
"2020-10-20",124.621165748221
"2020-10-21",125.060498622737
"2020-10-22",124.539672281656
"2020-10-23",125.906843586922
"2020-10-26",123.372356011067
"2020-10-27",122.75371577362
"2020-10-28",118.517012175037
"2020-10-29",119.906088250021
"2020-10-30",118.31006431832
"2020-11-02",120.662848705718
"2020-11-03",121.7560736536
"2020-11-04",124.304942588297
"2020-11-05",126.396313660197
"2020-11-06",126.114894158249
"2020-11-09",128.076268865922
"2020-11-10",128.40023154923
"2020-11-11",129.300156576403
"2020-11-12",127.534372560698
"2020-11-13",129.970111509653
"2020-11-16",131.379014772547
"2020-11-17",130.803633976071
"2020-11-18",129.368472601398
"2020-11-19",128.866632736297
"2020-11-20",127.290230457124
"2020-11-23",128.362559916557
"2020-11-24",129.687937049956
"2020-11-25",129.795530970084
"2020-11-27",130.039012244408
"2020-11-30",129.172928078917
"2020-12-01",130.080288575925
"2020-12-02",129.764463994064
"2020-12-03",130.56453343349
"2020-12-04",131.725148934387
"2020-12-07",131.935408345928
"2020-12-08",131.876606686336
"2020-12-09",130.663376415057
"2020-12-10",130.734812895019
"2020-12-11",130.418818084068
"2020-12-14",129.726789971223
"2020-12-15",131.071527489553
"2020-12-16",131.122137893762
"2020-12-17",132.881703044596
"2020-12-18",132.370071370973
"2020-12-21",131.178646866238
"2020-12-22",131.3764931421
"2020-12-23",131.594442995722
"2020-12-24",132.041596594613
"2020-12-28",132.594018799115
"2020-12-29",132.139915650869
"2020-12-30",132.49804364074
"2020-12-31",133.712827291178
"2021-01-04",130.33881184657
"2021-01-05",130.624746294493
"2021-01-06",130.595818320665
"2021-01-07",132.128700848411
"2021-01-08",132.069636862332
"2021-01-11",131.452172751234
"2021-01-12",131.591630852259
"2021-01-13",131.532570135919
"2021-01-14",131.55002980906
"2021-01-15",131.498137711437
"2021-01-19",133.086005785751
"2021-01-20",134.593130293907
"2021-01-21",134.560132049681
"2021-01-22",133.974605008579
"2021-01-25",134.391653371289
"2021-01-26",133.465593907289
"2021-01-27",130.218302444234
"2021-01-28",131.47391759402
"2021-01-29",128.935768108845
"2021-02-01",131.029783102775
"2021-02-02",133.142991457382
"2021-02-03",133.140239997938
"2021-02-04",134.596743021086
"2021-02-05",136.559088367979
"2021-02-08",138.059290103832
"2021-02-09",137.443176598489
"2021-02-10",137.916965200582
"2021-02-11",138.310096921876
"2021-02-12",138.622393647636
"2021-02-16",138.63699001732
"2021-02-17",137.655347177397
"2021-02-18",137.146429037532
"2021-02-19",137.893097431944
"2021-02-22",137.274838715565
"2021-02-23",137.785029915417
"2021-02-24",139.080607214071
"2021-02-25",136.617399589336
"2021-02-26",136.076732932349
"2021-03-01",138.080747144512
"2021-03-02",136.698166483607
"2021-03-03",135.713231045178
"2021-03-04",133.835589385699
"2021-03-05",137.064513927894
"2021-03-08",136.389384593733
"2021-03-09",137.014597051767
